title,authors,rating,year,month,day
The Gunslinger (The Dark Tower #1),Stephen King,3.96,1989,7,1
The Gunslinger (Two Brothers  #2),Linda Lael Miller,4.22,1999,1,1
The Gunslinger's Bride (Montana Mavericks: Historicals #1),Cheryl St. John,3.68,2001,8,24
The Guy Not Taken: Stories,Jennifer Weiner,3.48,2006,9,5
The Haj,Leon Uris,4.03,1985,5,1
The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do,Mymi Doinet/Benjamin Chaud,2.0,2002,8,1
The Halloween Man,Douglas Clegg,3.36,1998,10,1
The Hamlet,William Faulkner,3.87,1991,10,29
The Hand of Chaos (The Death Gate Cycle  #5),Margaret Weis/Tracy Hickman,4.06,1993,11,1
The Hand of Dinotopia,Alan Dean Foster/James Gurney,3.96,2002,12,1
The Handbook (The Encheiridion),Epictetus/Nicholas P. White,4.23,1983,6,1
The Handmaid's Tale,Margaret Atwood/Valerie Martin,4.11,2006,10,17
The Handmaid's Tale,Margaret Atwood,4.11,2006,9,19
The Handmaid's Tale,Margaret Atwood,4.11,2009,9,1
The Hannibal Lecter Trilogy,Thomas  Harris,4.42,2005,11,3
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,1997,9,17
The Harlequin (Anita Blake  Vampire Hunter #15),Laurell K. Hamilton,3.92,2007,6,5
The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,4.34,2001,10,22
The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.49,2003,11,3
The Haunted Screen: Expressionism in the German Cinema and the Influence of Max Reinhardt,Lotte H. Eisner,4.16,1974,1,7
The Headmaster's Papers,Richard A. Hawley/John Irving,3.99,2002,9,1
The Heart Is a Lonely Hunter,Carson McCullers,3.98,2000,9,8
The Heart Is a Lonely Hunter,Carson McCullers/Kasia Boddy,3.98,2000,8,31
The Heart of a Leader,Kenneth H. Blanchard,3.96,1999,6,1
The Heart of a Woman,Maya Angelou,4.2,1997,5,17
The Heart of the Matter,Graham Greene,3.99,2004,10,7
The Heart's Code: Tapping the Wisdom and Power of Our Heart Energy,Paul Pearsall/Gary E. Schwartz/Linda G. Russek,4.01,1999,4,6
The Hearth and Eagle,Anya Seton,3.89,1980,9,12
The Hedge Knight (The Tales of Dunk and Egg  #1),Ben Avery/Mike S. Miller/George R.R. Martin/Mike Crowell,4.14,2005,2,23
The Hedgehog  the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanities,Stephen Jay Gould,3.63,2004,3,23
The Heidi Chronicles,Wendy Wasserstein,3.75,2002,3,1
The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,1991,7,2
The Heights of Courage: A Tank Leader's War on the Golan,Avigdor Kahalani,4.2,1992,2,28
The Hello  Goodbye Window,Norton Juster/Chris Raschka,3.87,2005,4,26
The Hemingway Women: Those Who Love Him - The Wives And Others,Bernice Kert,4.17,1998,12,17
The Heritage of Shannara (Heritage of Shannara  #1-4),Terry Brooks,4.29,2003,8,26
The Hermeneutical Spiral: A Comprehensive Introduction to Biblical Interpretation,Grant R. Osborne,3.94,2006,12,1
The Hermit's Story,Rick Bass,4.12,2003,9,18
The Hero and the Crown (Damar  #2),Robin McKinley,4.21,1985,2,1
The Hidden Family (The Merchant Princes  #2),Charles Stross,3.57,2006,5,2
The Hidden Hand,Carroll John Daly/Drew Bishop,3.43,1992,5,1
The Hidden Smile of God: The Fruit of Affliction in the Lives of John Bunyan  William Cowper  and David Brainerd (The Swans Are Not Silent  #2),John Piper,4.34,2001,1,15
The High King (The Chronicles of Prydain  #5),Lloyd Alexander,4.25,2006,5,16
The High Lord (Black Magician Trilogy  #3),Trudi Canavan,4.15,2004,11,4
The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,1992,8,12
The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,Jessica Porter/Michio Kushi,3.69,2004,9,9
The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,3.91,2005,12,15
The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,3.78,2005,12,13
The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,4.05,1964,3,12
The Historical Atlas of New York City: A Visual Celebration of Nearly 400 Years of New York City's History,Eric Homberger/Alice Hudson,4.06,2005,7,1
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,1954,9,1
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,1997,3,25
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,1970,8,30
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,1992,1,17
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,1998,11,19
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,2003,1,30
The History,Herodotus/Peter Grene,3.99,1987,3,14
The History (Great Minds),Herodotus/Henry Francis Cary,3.99,1992,11,1
The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,3.89,1993,1,10
The History of Love,Nicole Krauss,3.92,2006,5,17
The History of Middle-Earth Index (The History of Middle-Earth  #13),J.R.R. Tolkien/Christopher Tolkien,4.25,2002,8,5
The History of Rock and Roll (World History),Adam Woog,4.0,1999,3,28
The History of Rome  Books 21-30: The War with Hannibal,Livy/Aubrey de Sélincourt/Betty Radice,4.14,1972,7,30
The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,4.04,1998,10,29
The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08,1998,7,30
The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,4.04,1978,10,1
The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien/Christopher Tolkien,4.38,2000,9,1
The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,3.81,1998,9,1
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,4.22,2004,10,19
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,2002,3,8
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,2004,8,3
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,1991,5,1
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams/Stephen Fry,4.22,2005,3,23
The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams/Dirk Maggs/Simon  Jones/Geoffrey McGivern/Mark Wing-Davey/Susan  Sheridan/Sandra Dickinson/Stephen  Moore/William Franklyn/Rula Lenska/Sam  Burke,4.37,2005,6,20
The Hobbit,J.R.R. Tolkien,4.27,2007,9,17
The Hobbit  or  There and Back Again,J.R.R. Tolkien/Alan  Lee,4.27,1997,9,15
The Hobbit  or There and Back Again,J.R.R. Tolkien,4.27,2002,8,15
The Hobbit: Or There and Back Again,J.R.R. Tolkien,4.27,2003,9,1
The Hollow Man,Dan Simmons,3.46,1993,9,1
The Home Front,Brian Braithwaite/Noelle Walsh/Glyn Davies,3.4,1989,2,23
The Homecoming,Ray Bradbury/Dave McKean,4.08,2006,8,30
The Honourable Schoolboy,John le Carré,3.95,2002,10,29
The Hope (The Hope and the Glory  #1),Herman Wouk,4.15,2002,6,3
The Horizontal World: Growing Up Wild in the Middle of Nowhere,Debra Marquart,3.77,2006,6,13
The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,4.12,1995,8,1
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,1999,6,15
The Hotel New Hampshire,John Irving,3.9,1982,12,31
The Hotel New Hampshire,John Irving,3.9,1982,10,22
The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,4.11,2006,8,22
The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,4.11,2001,7,1
The Hound of the Baskervilles,Patrick Nobes/Arthur Conan Doyle/Jennifer Bassett/Tricia Hedge,3.91,2000,9,12
The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,4.11,2005,3,30
"The Hound of the Baskervilles: Another Adventure of Sherlock Holmes  with ""the Adventure of the Speckled Band""",Arthur Conan Doyle/Francis O'Gorman,4.11,2006,1,10
The Hour Before Dark,Douglas Clegg,3.76,2003,9,1
The Hour of the Gate (Spellsinger  #2),Alan Dean Foster,3.84,2005,1,1
The House That Jack Built,Graham Masterton,3.88,2000,6,1
The House of Life: Rachel Carson at Work,Paul Brooks/Rachel Carson,3.95,1989,10,18
The House of Mirth,Edith Wharton/Nina Bawden,3.95,2006,1,19
The House of Mirth,Edith Wharton,3.95,2002,8,6
The House of Mirth,Edith Wharton/Jeffrey Meyers,3.95,2004,8,26
The House of Mirth,Edith Wharton/Jeffrey Meyers,3.95,2003,10,1
The House of Mirth,Edith Wharton/R.W.B. Lewis,3.95,1977,1,1
The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton/R.W.B. Lewis,4.3,1986,5,12
The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,2001,9,20
The House of the Dead,Fyodor Dostoyevsky/Ergin Altay,4.05,2004,4,22
The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,4.23,2005,4,19
The House of the Spirits,Isabel Allende/Magda Botin,4.23,1986,8,8
The House on Mango Street,Sandra Cisneros,3.63,2005,8,30
The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,Michael J. Gelb,3.85,1999,6,15
The Human Stain (The American Trilogy  #3),Philip Roth,3.88,2001,4,5
The Humanoids (Humanoids #1),Jack Williamson,3.75,1996,1,15
The Humor of the American Cowboy,Stan Hoig/Nick Eggenhofer,3.43,2006,7,1
The Hunchback of Notre-Dame,Victor Hugo/Walter J. Cobb,4.0,2001,4,10
The Hunchback of Notre-Dame,Victor Hugo/Catherine Liu/Elizabeth McCracken,4.0,2004,11,2
The Hundred Days (Aubrey & Maturin #19),Patrick O'Brian,4.35,1999,11,17
The Hundred Dresses,Eleanor Estes/Louis Slobodkin,4.09,2004,9,1
The Hungry Tide,Amitav Ghosh,3.95,2006,6,7
The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,4.12,2007,12,18
The Hunted (Vampire Huntress  #3),L.A. Banks,4.14,2005,6,13
The Hunters,Claire Messud,3.42,2003,5,18
The Husband,Dean Koontz,3.8,2006,5,30
The I Ching or Book of Changes,Richard Wilhelm/Cary F. Baynes/C.G. Jung,4.19,1989,6,29
The Icarus Agenda,Robert Ludlum,3.96,2004,7,1
The Ice Storm,Rick Moody,3.66,2002,4,10
The Ice-Shirt (Seven Dreams #1),William T. Vollmann,3.96,1993,8,1
The Ideology of the Aesthetic,Terry Eagleton,4.11,1991,1,8
The Idiot,Fyodor Dostoyevsky/Constance Garnett,4.18,2003,12,12
The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,2004,1,16
The Idiot,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.18,2003,7,8
The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,2005,1,6
The Idiot,Fyodor Dostoyevsky/Anna Brailovsky/Joseph Frank/Constance Garnett/Alan Myers,4.18,2003,4,8
The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,3.88,2002,7,2
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,2004,4,3
The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,1999,4,29
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,2003,1,30
The Iliad,Homer/Robert Fagles/Derek Jacobi,3.86,2006,6,15
The Iliad,Homer,3.86,1999,10,28
The Iliad,Homer/W.H.D. Rouse,3.86,1999,8,1
The Iliad,Homer/Andrew Lang,3.86,2011,9,1
The Iliad,Homer/Victor G. Ambrus/Nick McCarty,3.86,2000,9,15
The Iliad,Homer/Robert Fitzgerald,3.86,1992,3,19
The Iliad  Books 8-9 (Classical Texts Series),Homer/Charles H. Wilson,4.5,1996,12,1
The Iliad (SparkNotes Literature Guides),SparkNotes/Homer,3.65,2002,1,10
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,1999,11,1
The Illuminati,Larry Burkett,3.71,2004,10,4
The Illuminati Papers,Robert Anton Wilson,3.83,1997,12,11
The Illustrated A Brief History of Time,Stephen Hawking,4.17,1996,11,1
The Illustrated A Brief History of Time,Stephen Hawking,4.17,1997,10,1
The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,1998,11,1
The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,3.97,2005,10,15
The Illustrated Book of Ballet Stories (with CD),Barbara  Newman/Gill Tomblin/Darcey Bussell,4.18,2000,6,14
The Illustrated Garden Book: A New Anthology,Robin Lane  Fox/Vita Sackville-West/Freda Titford/Ken Kirkwood,4.19,1986,10,1
The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,4.35,1994,10,11
The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,3.97,2003,10,1
The Illustrated Man,Ray Bradbury,4.14,1983,11,1
The Illustrated Man,Ray Bradbury,4.14,1976,1,1
The Illustrated Stephen King Trivia Book,Brian James Freeman/Bev Vincent/Glenn Chadbourne,4.23,2005,5,1
The Illustrated Story Of O,Doris Kloster/Pauline Réage,3.96,2001,9,20
The Imaginary Girlfriend,John Irving,3.42,2002,12,3
The Impostor (Liar's Club  #2),Celeste Bradley,3.91,2003,10,19
The Inferno of Dante: A New Verse Translation (Bilingual Edition),Dante Alighieri/Robert Pinsky/Michael Mazur,4.0,1997,9,1
The Infinite Plan,Isabel Allende,3.72,1994,3,4
The Inheritors,William Golding,3.52,1963,9,25
The Inhuman Condition (Books of Blood  #4),Clive Barker,3.96,2001,3,1
The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse,4.24,2000,6,1
The Inner Reaches of Outer Space: Metaphor as Myth and as Religion (Collected Worksl),Joseph Campbell,4.22,2002,1,9
The Inner Sanctum,Stephen W. Frey,3.64,1998,7,1
The Innkeeper's Song,Peter S. Beagle,3.89,1993,11,1
The Innocent,Harlan Coben,3.96,2006,4,25
The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.82,2006,10,10
The Innocents Abroad,Mark Twain/Grover Gardner,3.86,2003,2,11
The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,2003,1,7
The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia,Paul Glovinsky/Art Spielman,3.93,2006,12,5
The Intellectuals and the Flag,Todd Gitlin,3.59,2006,1,1
The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner,3.89,2005,12,1
The Intelligent Woman's Guide to Socialism  Capitalism  Sovietism and Fascism,George Bernard Shaw/Susan Moller Okin,3.87,1984,1,1
The Interpreter,Suki Kim,3.56,2004,1,1
The Intuitionist,Colson Whitehead,3.68,1999,1,4
The Invisible Child,Katherine Paterson,4.27,2001,12,31
The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,3.74,2002,2,22
The Invisible Man,H.G. Wells,3.64,2004,9,1
The Invisible Man,H.G. Wells,3.64,1992,9,15
The Invisible Man,H.G. Wells/Christopher Priest,3.64,2005,3,31
The Invisible Man,H.G. Wells,3.64,2002,9,3
The Invisible Writing,Arthur Koestler,4.31,2005,9,1
The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,4.21,2001,8,1
The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,4.17,1998,2,1
The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,4.19,1999,3,1
The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,4.24,2000,2,1
The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,4.2,2002,12,1
The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.95,1996,6,1
The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,4.32,2005,10,1
The Irish Anatomist: A Study of Flann O'Brien,Keith Donohue,5.0,2003,7,25
The Iron Dragon's Daughter,Michael Swanwick,3.69,2012,2,28
The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,Russell Shorto,4.14,2005,4,12
The Island of Doctor Moreau,H.G. Wells,3.73,1994,5,1
The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall,3.48,2000,5,12
The Italians: A Full-Length Portrait Featuring Their Manners and Morals,Luigi Barzini/Joan Emerson,3.83,1996,7,3
The Ivory Tower,Henry James/Alan Hollinghurst/Ezra Pound,3.29,2004,2,29
The Ivy Tree,Carolyn Brown,4.24,2001,2,1
The J.R.R. Tolkien Companion and Guide,Christina Scull/Wayne G. Hammond,4.64,2006,11,2
The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology,Christina Scull/Wayne G. Hammond,4.51,2006,11,2
The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide,Wayne G. Hammond/Wayne G. Hammond,4.46,2006,11,2
The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,3.72,2002,11,1
The Jane Austen Book Club,Karen Joy Fowler,3.08,2005,4,26
The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,3.93,2002,5,10
The Janson Directive (Paul Janson  #1),Robert Ludlum,3.86,2003,10,19
The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,2006,8,1
The Jester,James Patterson/Andrew Gross,3.8,2004,3,1
The Jew of Malta,Christopher Marlowe/H. Havelock Ellis,3.6,2003,8,5
The John Adams Reader: Eseential Writings on an American Composer,Thomas May/John   Adams,3.5,2006,6,1
The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,Don Macmillan/Wayne G. Broehl Jr.,4.75,2007,5,15
The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,1982,6,1
The Johnstown Flood,David McCullough,4.11,1990,1,1
The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers,3.96,1999,6,1
The Journals of Ayn Rand,Ayn Rand/Leonard Peikoff/David Harriman,3.94,1999,8,1
The Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,2013,6,13
The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough,4.17,1998,5,11
The Journey (Guardians of Ga'Hoole  #2),Kathryn Lasky,4.0,2003,9,1
The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden/Allan Drummond,4.11,2005,9,26
The Journey to the East,Hermann Hesse/Hilda Rosner,3.7,2003,2,1
The Joy Luck Club,Amy Tan,3.92,2006,9,21
The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,3.74,2003,4,1
The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,4.02,2005,5,3
The Juvenilia of Jane Austen and Charlotte Brontë,Jane Austen/Charlotte Brontë/Frances Beer,3.86,1986,10,7
The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,4.32,1998,8,20
The Karma Of Brown Folk,Vijay Prashad,4.1,2001,3,12
The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures (Call of Cthulhu RPG),Lynn Willis/Brian M. Sammons/Adam Gauntlett/William Dietze/Greg Henrikson/Charles P. Zaglanis/J. Gordon Olmstead-Dean/M.J. Lempert/James Crowder,3.71,2002,12,1
The Keeper's Companion Vol. 1 (Call of Cthulhu RPG),Keith Herber/Brian M. Sammons/William Dietze/Chaosium Inc.,3.92,2003,9,15
The Kept Woman,Susan Donovan,3.81,2006,6,27
The Kestrel (Westmark  #2),Lloyd Alexander,3.98,2002,6,10
The Key,Lynsay Sands,4.04,2003,1,1
The Key to Midnight,Dean Koontz/Leigh Nichols,3.95,1995,6,1
The Key to Rebecca,Ken Follett/Arto Häilä,3.89,2003,2,4
The Kid Stays in the Picture,Robert  Evans,3.92,2004,2,19
The Killer Angels,Michael Shaara/Stephen Hoye,4.32,2004,5,11
The Killer Angels (The Civil War Trilogy  #2),Michael Shaara,4.32,2001,4,1
The Killer Angels: A Novel of the Civil War (The Civil War Trilogy  #2),Michael Shaara,4.32,2004,12,23
The Killing Dance (Anita Blake  Vampire Hunter  #6),Laurell K. Hamilton,4.13,2006,4,4
The Killing of Monday Brown,Sandra West Prowell,3.45,1996,7,1
The Kindness of Strangers,Katrina Kittle,4.02,2007,1,2
The King in the Window,Adam Gopnik/Omar Rayyan,3.6,2006,10,15
The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner,4.37,2006,1,24
The King of Elfland's Daughter,Lord Dunsany/Neil Gaiman,3.84,1999,7,6
The King of Torts,John Grisham,3.68,2005,12,27
The King's Buccaneer (Krondor's Sons  #2),Raymond E. Feist,4.02,1992,10,18
The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,2006,9,8
The Kingdom of Shadow (Diablo  #3),Richard A. Knaak,3.93,2002,8,1
The Kissing Hand,Audrey Penn/Ruth E. Harper/Nancy M. Leak,4.43,1993,10,15
The Kitchen God's Wife,Amy Tan,4.01,2006,9,21
